title,release_date,revenue,popularity,vote_count,vote_average,budget,runtime,adult,genre_names,collection_name
The Mangler,1995-03-03,0,7.628,187,4.9,0,106,false,"Drama, Horror, Science Fiction",The Mangler Collection
The Black String,2018-10-25,0,7.625,27,5.3,0,90,false,"Horror, Mystery, Thriller",NA
Attack of the Killer Donuts,2016-07-17,0,7.622,95,4.1,0,98,false,"Comedy, Horror",NA
Dracula Has Risen from the Grave,1968-11-07,0,7.621,136,6.7,0,92,false,Horror,Dracula (Hammer) Collection
Curtains,1983-03-04,0,7.615,82,5.4,0,89,false,"Crime, Horror, Thriller",NA
All I Need,2016-11-21,0,7.608,31,4.5,0,85,false,"Horror, Thriller",NA
Toolbox Murders,2004-11-12,0,7.603,142,5.7,0,95,false,"Horror, Mystery, Thriller",NA
The Resort,2021-04-30,0,7.596,64,4.1,0,75,false,Horror,NA
Dead Heat,1988-05-06,3588626,7.59,140,6.1,5000000,86,false,"Action, Horror, Science Fiction, Thriller",NA
The Abominable Dr. Phibes,1971-05-18,0,7.587,244,6.9,3000000,94,false,"Comedy, Horror",Dr. Phibes Collection
The Vigil,2020-07-01,742476,7.586,276,5.7,0,88,false,"Horror, Mystery, Thriller",NA
Frankenstein,2015-08-29,0,7.583,88,5.5,0,89,false,"Horror, Science Fiction, Thriller",NA
The City of the Dead,1960-09-09,0,7.582,112,6.5,0,78,false,"Horror, Mystery",NA
Feast III: The Happy Finish,2009-02-17,0,7.58,94,4.8,2000000,79,false,"Action, Comedy, Horror, Thriller",Feast Collection
Tammy and the T-Rex,1994-12-28,0,7.58,84,5.2,0,82,false,"Comedy, Horror, Science Fiction",NA
Link,1986-02-26,1720450,7.574,75,6.3,0,103,false,"Horror, Thriller",NA
The Curse of Robert the Doll,2016-09-12,0,7.572,34,3.2,0,79,false,Horror,Robert Collection
Sweeney Todd,2006-01-03,0,7.568,95,6.3,0,90,false,"Drama, Horror, Music, Thriller",NA
Eloise,2017-02-03,0,7.568,191,5.2,0,89,false,"Horror, Mystery, Thriller",NA
Don't Hug Me I'm Scared 2,2014-01-08,0,7.561,62,7.6,0,4,false,"Animation, Fantasy, Horror, Music",Don't Hug Me I'm Scared Collection
Visitors,2014-12-18,0,7.561,21,6.8,0,100,false,Horror,NA
Beyond the Gates,2016-12-09,0,7.559,155,5.1,300000,84,false,"Adventure, Horror",NA
The Haunting of Molly Hartley,2008-10-31,15,7.556,132,4.4,0,82,false,"Drama, Horror",Molly Hartley Collection
Without Warning,1980-09-26,0,7.555,89,5.4,150000,97,false,"Horror, Science Fiction",NA
Freaked,1993-09-11,29296,7.553,113,6.0,13000000,80,false,"Comedy, Horror, Science Fiction",NA
Necronomicon,1993-11-01,0,7.546,118,6.0,4000000,96,false,Horror,NA
The Rig,2010-10-05,0,7.535,55,3.6,3000000,90,false,"Action, Horror, Science Fiction, Thriller",NA
Captain Kronos: Vampire Hunter,1974-04-07,0,7.533,101,6.2,400000,91,false,"Adventure, Horror",NA
Martin,1976-12-15,0,7.532,196,6.8,0,95,false,Horror,NA
Rings,2005-03-08,0,7.531,79,5.7,0,16,false,"Horror, Thriller",NA
Puppet Master: The Littlest Reich,2018-08-17,0,7.531,114,5.7,0,90,false,"Comedy, Horror",Puppet Master Collection
The Sentinel,1977-01-07,3,7.53,142,6.0,0,92,false,"Drama, Horror, Mystery",NA
The Night Listener,2006-02-12,10639686,7.529,208,5.6,0,91,false,"Drama, Horror, Thriller",NA
The 4th Floor,1999-07-31,0,7.529,98,5.7,0,90,false,"Horror, Mystery, Thriller",NA
Bubba Ho-tep,2002-06-09,0,7.527,472,6.6,1000000,92,false,"Comedy, Fantasy, Horror, Mystery, Thriller",NA
Yeti: Curse of the Snow Demon,2008-11-08,0,7.527,46,3.9,0,85,false,Horror,Maneater Series
The Axe Murders of Villisca,2017-01-20,0,7.526,77,4.8,0,78,false,Horror,NA
Detention of the Dead,2012-04-27,0,7.519,72,4.9,500000,87,false,"Comedy, Horror",NA
Suburban Gothic,2014-07-19,0,7.516,104,5.5,0,90,false,"Comedy, Horror",NA
The Return,2020-09-05,0,7.511,62,6.7,0,90,false,"Horror, Science Fiction",NA
The Atoning,2017-02-18,0,7.51,51,5.7,0,89,false,"Drama, Horror, Thriller",NA
The Believers,1987-06-09,18753438,7.507,121,6.0,0,114,false,"Crime, Drama, Horror, Mystery, Thriller",NA
Spider Baby,1967-12-24,0,7.506,119,7.0,65000,81,false,"Comedy, Horror",NA
Mammoth,2006-04-22,0,7.506,46,4.8,0,90,false,"Action, Comedy, Horror, Science Fiction, TV Movie",NA
Dismissed,2017-10-08,0,7.504,242,6.5,0,87,false,"Horror, Thriller",NA
Sea Beast,2008-01-01,0,7.482,32,4.7,0,87,false,"Horror, Science Fiction, Thriller, TV Movie",Maneater Series
Xtro,1982-12-06,0,7.479,156,5.7,0,83,false,"Horror, Science Fiction",Xtro Collection
Quicksilver Highway,1997-05-13,0,7.475,44,5.2,0,90,false,"Horror, Thriller, TV Movie",NA
Dark Encounter,2019-08-23,0,7.473,66,5.5,0,97,false,"Horror, Science Fiction, Thriller",NA
The Horror Show,1989-04-28,1738897,7.471,109,5.3,0,95,false,"Horror, Thriller",House Collection
Basket Case 3: The Progeny,1992-02-21,0,7.465,77,5.2,0,90,false,Horror,Basket Case Trilogy
Bereavement,2010-07-16,0,7.464,133,5.2,2000000,103,false,"Crime, Horror",Malevolence Collection
Vampires: The Turning,2005-01-02,0,7.461,40,4.1,0,84,false,"Action, Adventure, Horror",Vampires Collection
The Amityville Curse,1990-05-07,0,7.459,70,3.7,750000,91,false,"Horror, Thriller",The Amityville Collection
The Prophecy V: Forsaken,2005-09-06,0,7.457,59,5.2,0,75,false,"Horror, Thriller",The Prophecy Collection
Let's Scare Jessica to Death,1971-08-06,0,7.455,135,6.4,180000,89,false,"Drama, Horror, Mystery",NA
Shuttle,2008-03-08,0,7.453,104,5.3,2400000,107,false,"Crime, Horror, Mystery, Thriller",NA
Nightworld,2017-05-29,0,7.448,72,4.4,0,92,false,"Horror, Thriller",NA
Darkman III: Die Darkman Die,1996-04-14,0,7.447,104,5.0,0,87,false,"Action, Horror, Science Fiction, Thriller",Darkman Collection
The Field Guide to Evil,2018-10-11,0,7.437,89,5.7,0,117,false,Horror,NA
The Demented,2013-07-30,0,7.43,139,4.5,0,93,false,"Drama, Horror, Thriller",NA
York Witches Society,2022-08-26,0,7.43,1,3.0,0,88,false,Horror,NA
Arachnoquake,2012-06-23,0,7.429,61,4.3,0,86,false,"Horror, Science Fiction",NA
Plan 9 from Outer Space,1959-07-22,0,7.428,425,4.2,60000,79,false,"Horror, Science Fiction",NA
Demonic Toys,1992-03-12,0,7.424,107,5.4,0,83,false,Horror,Demonic Toys Collection
Ice Cream Man,1995-05-09,0,7.422,84,5.6,2000000,84,false,"Comedy, Horror",NA
Gothic,1986-11-30,0,7.42,127,5.7,0,84,false,"Drama, Fantasy, History, Horror",NA
Charlie's Farm,2014-12-04,0,7.416,84,4.8,3000000,93,false,Horror,NA
Nails,2017-06-16,0,7.411,83,5.5,5500000,85,false,Horror,NA
We Go On,2016-03-05,0,7.4,121,5.8,0,89,false,"Drama, Horror, Thriller",NA
Roadgames,1981-02-27,100000,7.397,117,6.5,1750000,101,false,"Horror, Mystery, Thriller",NA
The Brain,1988-11-03,0,7.391,43,5.0,0,94,false,"Horror, Science Fiction",NA
Midnight Lace,1960-10-13,7400000,7.39,91,6.7,0,110,false,"Drama, Horror, Mystery, Thriller",NA
Tourist Trap,1979-03-16,0,7.39,221,6.1,800000,90,false,Horror,NA
The Haunted Palace,1963-08-28,2616000,7.389,121,6.6,0,87,false,Horror,NA
Eat Locals,2017-04-06,0,7.386,96,5.2,2073816,93,false,"Action, Comedy, Horror",NA
The Pale Door,2020-08-21,21200,7.383,65,5.6,0,96,false,"Horror, Western",NA
The Windmill Massacre,2016-08-29,0,7.381,125,4.9,0,85,false,"Drama, Horror",NA
Seeds,2018-08-24,0,7.379,9,5.0,0,90,false,"Horror, Thriller",NA
Sometimes They Come Back... Again,1996-09-03,0,7.378,78,5.0,3000000,98,false,Horror,Sometimes They Come Back Collection
House of the Long Shadows,1983-06-17,0,7.378,74,6.4,7500000,100,false,"Comedy, Horror, Mystery",NA
Rituals,1977-07-21,0,7.376,47,6.2,0,99,false,"Adventure, Horror, Thriller",NA
Return of the Killer Tomatoes!,1988-04-22,0,7.374,170,5.7,0,98,false,"Comedy, Horror, Science Fiction",Killer Tomatoes! Collection
Random Acts of Violence,2019-07-31,0,7.373,68,5.7,0,80,false,"Drama, Horror, Thriller",NA
Citizen Toxie: The Toxic Avenger IV,2001-11-01,0,7.371,104,6.4,500000,109,false,"Comedy, Horror",The Toxic Avenger Collection
The Unhealer,2020-10-09,0,7.369,37,5.8,0,94,false,"Fantasy, Horror, Thriller",NA
Nightmare Man,2006-06-13,0,7.363,39,4.7,250000,89,false,"Comedy, Horror, Thriller",NA
Other Side of the Box,2018-10-31,0,7.363,20,6.9,0,15,false,"Horror, Thriller",NA
Kingdom of the Spiders,1977-08-24,17000000,7.361,90,5.6,500000,97,false,"Horror, Science Fiction",NA
Sorority House Massacre,1986-10-01,0,7.361,75,4.6,0,74,false,Horror,The Sorority House Massacre Collection
Kaboom,2010-10-06,635162,7.361,255,5.7,0,86,false,"Comedy, Drama, Horror, Mystery, Romance, Science Fiction, Thriller",NA
Outpost,2008-03-11,0,7.359,194,6.0,0,90,false,"Action, Adventure, Horror",Outpost Collection
Harpoon,2019-01-24,0,7.358,136,6.2,0,82,false,"Comedy, Horror, Thriller",NA
Shark Hunter,2001-10-01,0,7.354,13,4.4,0,94,false,"Action, Adventure, Horror, Science Fiction, Thriller",NA
Happy Hunting,2017-09-22,0,7.354,88,5.1,0,91,false,"Horror, Thriller",NA
Trench 11,2017-10-06,0,7.351,60,5.3,0,90,false,"Horror, Thriller, War",NA
Hosts,2020-10-02,0,7.351,50,5.1,0,89,false,Horror,NA
Phantasm II,1988-07-08,7282851,7.347,257,6.3,3000000,97,false,"Action, Horror, Science Fiction, Thriller",Phantasm Collection
Storm Cell,2008-04-26,0,7.342,41,6.2,0,92,false,"Action, Drama, Horror, Thriller",NA
The Hunt,2006-03-29,0,7.342,15,4.3,500000,90,false,"Action, Horror, Science Fiction, Thriller",NA
The Houses October Built,2014-10-10,0,7.341,269,5.0,0,91,false,"Horror, Thriller",The Houses October Built Collection
Children of the Corn: Runaway,2018-03-13,0,7.336,33,4.9,0,82,false,Horror,Children of the Corn Collection
Dracula: The Original Living Vampire,2022-01-28,0,7.332,12,3.8,0,86,false,"Fantasy, Horror, Thriller",NA
Subspecies,1991-08-08,0,7.328,74,5.5,0,84,false,"Fantasy, Horror",Subspecies Collection
The Moth Diaries,2011-09-06,3838,7.328,117,5.5,0,85,false,Horror,NA
The Hound of the Baskervilles,1959-05-04,0,7.327,234,6.9,0,87,false,"Horror, Mystery, Thriller",NA
Ouija,2007-07-25,0,7.327,9,4.4,0,95,false,"Drama, Horror, Mystery",NA
Two Witches,2022-11-17,0,7.326,0,0.0,0,95,false,Horror,NA
976-EVIL,1988-12-09,2955917,7.324,89,5.1,0,92,false,Horror,976-EVIL Collection
The Dead,2010-08-30,0,7.32,138,5.6,0,105,false,"Action, Horror, Science Fiction, Thriller",The Dead Collection
Thanatomorphose,2012-10-04,0,7.32,64,5.6,0,100,false,Horror,NA
The Masque of the Red Death,1964-06-24,0,7.317,222,6.6,0,90,false,"Drama, Horror",NA
Return of the Fly,1959-07-01,0,7.314,190,6.1,0,80,false,"Drama, Horror, Science Fiction",The Fly Collection
Slaxx,2020-09-11,0,7.314,164,5.9,0,77,false,"Comedy, Horror",NA
The Conspiracy,2012-08-23,0,7.309,180,6.0,0,85,false,"Horror, Thriller",NA
Howling V: The Rebirth,1989-01-01,0,7.308,67,4.8,0,96,false,Horror,The Howling Collection
The Wailer 3,2012-09-01,0,7.308,4,3.8,0,89,false,Horror,The Wailer Collection
Botched,2007-10-04,0,7.306,95,5.5,0,95,false,"Comedy, Crime, Horror, Thriller",NA
Pledge,2019-01-11,0,7.304,98,5.3,0,77,false,"Horror, Thriller",NA
Firebase,2017-06-28,0,7.302,116,6.7,0,27,false,"Action, Horror, Science Fiction, War",NA
"Gangsters, Guns and Zombies",2012-06-30,0,7.301,23,4.2,0,88,false,Horror,NA
Double Date,2017-06-30,0,7.298,52,5.8,0,90,false,"Comedy, Horror",NA
Ghosthunters,2016-07-05,0,7.292,57,4.8,0,90,false,Horror,NA
Wacko,1982-11-12,0,7.291,19,5.1,0,85,false,"Comedy, Horror",NA
Wolfen,1981-07-24,10626725,7.283,166,5.9,17000000,115,false,"Horror, Mystery",NA
ABCs of Death 2,2014-10-02,7171,7.283,240,5.3,0,125,false,Horror,The ABCs of Death Collection
Camera Obscura,2017-06-09,0,7.281,34,5.7,0,95,false,"Horror, Thriller",NA
The Manor,2021-10-08,0,7.279,197,5.6,0,81,false,Horror,NA
The Remains,2016-08-05,0,7.276,138,4.7,0,85,false,"Horror, Thriller",NA
Hell House LLC III: Lake of Fire,2019-09-19,0,7.273,61,5.1,0,85,false,Horror,Hell House LLC Collection
Model for Murder: The Centerfold Killer,2016-06-21,0,7.272,8,5.4,0,81,false,"Horror, Mystery, Thriller",NA
7 Rules,2016-09-25,0,7.268,4,5.5,0,8,false,"Horror, Thriller",NA
The Wisdom of Crocodiles,1998-11-27,0,7.267,75,5.8,0,98,false,"Drama, Fantasy, Horror",NA
Trash Humpers,2009-09-12,24998,7.266,89,5.2,0,78,false,"Drama, Horror",NA
The Gray Man,2007-08-30,0,7.265,27,5.8,0,97,false,"Crime, Drama, Horror, Thriller",NA
Shock Waves,1977-07-15,0,7.265,87,5.0,200000,85,false,"Horror, Science Fiction, War",NA
Drifter,2016-10-19,0,7.262,24,5.0,0,86,false,"Crime, Horror, Thriller",NA
Flesh for Frankenstein,1973-11-30,0,7.259,98,5.8,450000,95,false,Horror,NA
Strangeland,1998-10-02,631221,7.256,99,4.7,1100000,86,false,Horror,NA
Seconds Apart,2011-01-28,0,7.256,98,5.6,0,89,false,"Horror, Thriller",NA
Return to Sleepaway Camp,2008-11-04,0,7.25,266,6.0,4000000,86,false,"Comedy, Horror, Mystery",Sleepaway Camp Collection
The Cottage,2008-02-07,0,7.249,179,6.0,0,92,false,"Comedy, Crime, Horror, Thriller",NA
Ben,1972-06-23,0,7.245,75,6.0,0,94,false,"Horror, Thriller",Willard Collection
Bad Apples,2018-02-06,0,7.238,11,5.1,0,85,false,Horror,NA
American Beast,2014-10-21,0,7.234,30,6.5,0,89,false,"Horror, Thriller",NA
Angels Fallen,2020-01-14,0,7.227,52,5.6,0,86,false,"Fantasy, Horror, Science Fiction",NA
Blood Shed,2014-02-05,0,7.226,16,3.8,2000000,100,false,Horror,NA
Intruder,1989-01-27,0,7.224,187,6.3,130000,88,false,"Horror, Thriller",NA
Untitled Horror Movie,2021-06-12,0,7.221,28,3.9,0,87,false,"Comedy, Horror",NA
The Hunt for the BTK Killer,2005-10-09,0,7.22,24,5.3,0,82,false,"Crime, Drama, Horror, Thriller, TV Movie",NA
Wishcraft,2002-09-25,0,7.217,30,5.0,0,102,false,Horror,NA
Dark Ride,2006-10-20,0,7.216,73,4.8,0,94,false,"Horror, Thriller",NA
Master,2022-03-18,0,7.213,81,5.4,0,98,false,"Drama, Horror, Mystery, Thriller",NA
Zombie World 2,2017-03-15,0,7.21,4,6.0,0,88,false,"Comedy, Horror",Zombie World Collection
Edgar Allen Poe's Ligeia,2022-10-31,0,7.208,0,0.0,150000,100,false,"Horror, Romance",NA
Red Sands,2009-02-24,0,7.201,86,4.4,0,89,false,"Action, Horror, War",NA
Headless Horseman,2007-10-27,0,7.2,19,5.5,0,87,false,Horror,NA
Python 2,2002-07-17,0,7.196,38,5.7,0,89,false,"Horror, Science Fiction",Python Collection
Final Exam,1981-06-05,3000000,7.194,77,4.9,374000,90,false,Horror,NA
Sundown: The Vampire in Retreat,1989-05-18,0,7.187,44,6.4,2800000,104,false,"Comedy, Horror",NA
The Hamiltons,2006-11-19,0,7.183,154,5.0,0,86,false,"Drama, Horror, Thriller",The Hamiltons Collection
Student Bodies,1981-08-07,0,7.178,78,5.6,0,86,false,"Comedy, Horror",NA
Wrecked,2010-04-01,8020,7.177,286,5.3,0,86,false,"Horror, Mystery, Thriller",NA
The Last Winter,2006-09-11,0,7.174,156,5.5,0,101,false,"Horror, Thriller",NA
Escape the Field,2022-05-06,0,7.172,34,5.3,0,89,false,"Horror, Thriller",NA
The Hole,2001-04-20,7819851,7.168,682,6.2,0,102,false,"Crime, Drama, Horror, Thriller",NA
Audrey Rose,1977-04-06,0,7.164,103,5.6,0,113,false,"Drama, Horror, Thriller",NA
White Dog,1982-07-07,46509,7.163,206,6.7,8000000,90,false,"Drama, Horror",NA
Humanoids from the Deep,1980-05-01,0,7.159,167,5.8,0,80,false,"Horror, Science Fiction",NA
The Editor,2014-09-11,0,7.152,99,5.6,0,95,false,"Comedy, Horror, Mystery",NA
Anarchy Parlor,2015-01-01,0,7.148,63,5.3,0,98,false,Horror,NA
You Can't Kill Stephen King,2012-04-14,0,7.127,45,4.7,0,86,false,"Comedy, Horror",NA
The Diabolical,2015-03-16,0,7.127,166,5.0,0,86,false,"Horror, Science Fiction, Thriller",NA
Gorgo,1961-02-02,0,7.126,60,5.4,0,78,false,"Action, Horror, Science Fiction",NA
Billy & Mandy: Wrath of the Spider Queen,2007-07-06,0,7.125,22,8.5,0,44,false,"Animation, Comedy, Fantasy, Horror",NA
ABCs of Death 2.5,2016-08-02,0,7.123,45,4.6,0,85,false,Horror,The ABCs of Death Collection
The Devil Rides Out,1968-07-20,0,7.122,139,6.7,0,96,false,Horror,NA
Fear X,2003-01-13,0,7.121,139,5.7,0,91,false,"Horror, Mystery, Thriller",NA
Boo,2005-05-13,0,7.119,97,4.5,0,94,false,Horror,NA
The Assent,2020-01-09,0,7.117,206,6.0,0,89,false,"Horror, Thriller",NA
Captivity,2007-03-09,10921200,7.116,354,4.9,17000000,96,false,"Crime, Horror, Thriller",NA
The Devil's Rock,2011-07-08,0,7.114,91,5.7,0,83,false,"Fantasy, Horror, Thriller, War",NA
Hogfather,2007-10-12,0,7.112,125,7.0,9364800,185,false,"Drama, Fantasy, Horror, TV Movie",NA
False Positive,2021-06-18,0,7.111,118,5.9,0,93,false,"Horror, Mystery, Thriller",NA
Paranormal Entity,2009-12-22,0,7.105,92,5.3,0,88,false,"Horror, Mystery, Thriller",Paranormal Investigations Collection
Madman,1981-10-30,0,7.105,121,5.1,0,88,false,"Horror, Thriller",NA
Countess Dracula,1971-01-30,0,7.102,93,5.8,0,93,false,"Drama, Horror",NA
Murder Party,2007-10-12,0,7.1,213,5.6,190000,80,false,"Comedy, Horror",NA
Tales of Terror,1962-07-04,0,7.092,124,6.8,0,89,false,"Comedy, Horror, Mystery, Thriller",NA
Jikirag,2022-09-02,0,7.089,1,3.0,0,120,false,Horror,NA
DeadHeads,2011-04-29,0,7.087,81,5.1,0,95,false,"Adventure, Comedy, Horror",NA
Parasite,1982-03-12,7000000,7.085,43,4.8,800000,85,false,"Horror, Science Fiction",NA
Prison,1988-03-04,354704,7.081,92,5.9,4000000,102,false,"Crime, Horror, Thriller",NA
Brain Damage,1988-04-15,0,7.074,193,6.7,0,86,false,"Comedy, Horror",NA
The Little Shop of Horrors,1960-08-05,0,7.073,293,6.2,30000,72,false,"Comedy, Horror, Science Fiction",NA
The Bat,1959-08-09,0,7.07,85,6.0,0,80,false,"Horror, Mystery, Thriller",NA
Sharkansas Women's Prison Massacre,2015-11-04,0,7.064,40,5.3,600000,84,false,"Action, Horror, Science Fiction, TV Movie",NA
Hunter's Moon,2020-03-24,0,7.063,24,3.5,0,81,false,"Crime, Horror, Thriller",NA
Forget Me Not,2009-10-22,0,7.061,151,5.2,1300000,103,false,"Drama, Horror, Romance",NA
Crimewave,1985-04-12,0,7.055,96,5.6,3000000,83,false,"Comedy, Crime, Horror",NA
The Vault of Horror,1973-03-16,0,7.053,117,6.4,0,83,false,Horror,NA
Hannibal Rising,2007-02-06,82169884,7.051,1848,6.2,50000000,121,false,"Crime, Drama, Horror, Thriller",The Hannibal Lecter Collection
The Blood on Satan's Claw,1971-01-28,0,7.048,105,6.2,140000,97,false,Horror,NA
Swarmed,2005-12-06,0,7.046,23,4.6,0,88,false,"Action, Horror, Thriller, TV Movie",NA
Infestation,2009-02-05,0,7.045,164,5.9,0,91,false,"Action, Comedy, Horror, Science Fiction",NA
To the Devil a Daughter,1976-03-04,0,7.044,76,5.6,0,95,false,Horror,NA
Static,2012-10-31,0,7.038,88,5.3,0,80,false,"Drama, Horror, Mystery, Thriller",NA
Huluween Dragstravaganza,2022-10-01,0,7.038,2,5.0,0,42,false,"Comedy, Horror",NA
Beneath,2013-07-19,0,7.037,104,3.7,0,90,false,Horror,NA
Hellphone,2007-03-28,0,7.03,96,4.6,0,98,false,"Comedy, Fantasy, Horror, Mystery",NA
From Beyond the Grave,1974-02-21,0,7.027,103,6.7,0,97,false,"Drama, Fantasy, Horror",NA
Hack!,2007-07-20,0,7.017,34,4.8,2000000,89,false,"Comedy, Horror",NA
Eyes of Laura Mars,1978-08-02,20000000,7.017,154,5.8,7000000,104,false,"Drama, Horror, Mystery, Thriller",NA
Evil Aliens,2006-03-10,0,7.016,80,5.2,500000,93,false,"Comedy, Horror, Science Fiction",NA
Evil Nanny,2016-12-27,0,7.014,37,5.9,0,90,false,"Drama, Horror, Thriller, TV Movie",NA
Asylum,2008-03-20,0,7.012,62,4.1,22000000,93,false,"Horror, Science Fiction",NA
Don't Look Under the Bed,1999-10-09,0,7.01,78,6.5,0,93,false,"Family, Horror, TV Movie",NA
Neverknock,2017-10-15,0,7.008,44,4.6,0,90,false,"Horror, Science Fiction, Thriller, TV Movie",NA
Puppet Master 5: The Final Chapter,1994-09-21,0,7.007,73,5.1,0,82,false,"Fantasy, Horror, Science Fiction",Puppet Master Collection
The Bone Snatcher,2003-12-23,0,6.997,42,4.0,0,90,false,"Horror, Science Fiction",NA
Bliss,2019-09-27,0,6.996,131,5.9,0,80,false,Horror,NA
"I, Madman",1989-01-01,151203,6.993,71,5.9,0,89,false,"Horror, Thriller",NA
Alligator 2: The Mutation,1991-12-18,0,6.987,48,4.2,0,92,false,Horror,Alligator Collection
Krampus: The Devil Returns,2016-10-04,0,6.985,40,4.1,0,83,false,"Action, Horror, Thriller",Krampus Collection
13 Cameras,2015-08-30,0,6.982,117,5.1,0,87,false,"Crime, Drama, Horror",... Cameras Collection
Spookies,1986-05-14,0,6.98,67,4.8,0,85,false,Horror,NA
There's Nothing Out There,1991-03-31,0,6.98,41,5.9,0,91,false,"Comedy, Horror, Science Fiction",NA
When a Stranger Calls,1979-10-26,0,6.98,182,6.2,0,97,false,"Crime, Drama, Horror, Mystery, Thriller",When a Stranger Calls Collection
Strange Nature,2018-09-22,0,6.976,22,6.2,0,100,false,"Fantasy, Horror, Mystery, Thriller",NA
Ninja Apocalypse,2014-08-05,0,6.974,23,3.5,0,84,false,"Action, Fantasy, Horror, Science Fiction",NA
Revenge of the Creature,1955-05-13,0,6.963,98,5.8,1100000,82,false,"Adventure, Horror, Science Fiction",Creature From The Black Lagoon Collection
Sherlock Holmes,2010-01-26,0,6.96,82,5.2,1000000,89,false,"Action, Fantasy, Horror, Mystery, Science Fiction",NA
God Told Me To,1976-10-22,0,6.959,99,5.9,0,91,false,"Crime, Horror, Mystery, Science Fiction, Thriller",NA
DC Showcase: The Phantom Stranger,2020-02-25,0,6.958,50,7.5,0,15,false,"Action, Animation, Fantasy, Horror",NA
Do Not Reply,2019-09-29,0,6.952,36,5.6,1000000,99,false,"Horror, Thriller",NA
ATM,2012-02-17,921752,6.951,486,5.0,3000000,91,false,"Horror, Thriller",NA
The Toxic Avenger Part III: The Last Temptation of Toxie,1989-11-24,0,6.947,88,5.1,0,102,false,"Comedy, Horror, Science Fiction",The Toxic Avenger Collection
Love Bite,2012-11-09,0,6.943,79,5.5,0,91,false,"Comedy, Horror",NA
Someone's Watching Me!,1978-11-27,0,6.941,104,6.2,0,97,false,"Horror, Mystery, Thriller, TV Movie",NA
Offseason,2022-03-11,0,6.941,35,5.7,0,83,false,"Horror, Mystery",NA
Daughters of Darkness,1971-05-28,0,6.939,114,6.3,0,100,false,"Horror, Thriller",NA
The Tomb of Ligeia,1964-11-29,0,6.931,124,6.3,0,81,false,"Drama, Horror, Thriller",NA
The Last Rite,2021-08-28,0,6.928,202,6.4,0,107,false,"Horror, Thriller",NA
Mr. Jones,2013-05-02,0,6.927,89,4.7,0,90,false,"Drama, Horror, Thriller",NA
Bornless Ones,2016-10-06,0,6.926,55,4.8,0,81,false,"Horror, Mystery, Thriller",NA
Invaders from Mars,1953-04-22,0,6.924,140,6.0,290000,78,false,"Horror, Science Fiction, Thriller",NA
The Neighbor,2016-08-19,0,6.92,160,5.7,0,87,false,"Crime, Horror, Mystery, Thriller",NA
